Id, K, D, K/D, FK, FD, FK/D, W, L, W/L, Beds Broken
663,432,1056,0.41,334,154,2.17,67,222,0.30,431
664,2317,2940,0.79,2145,621,3.45,420,740,0.57,2432
665,4976,5177,0.96,4289,1054,4.07,1099,1211,0.91,4990
666,2508,2474,1.01,2064,779,2.65,471,805,0.59,2522
667,482,649,0.74,254,149,1.70,56,213,0.26,295
668,671,1494,0.45,540,383,1.41,104,519,0.20,746
669,1778,1594,1.12,1635,269,6.08,427,308,1.39,1740
670,50,87,0.57,30,24,1.25,5,28,0.18,31
671,122,219,0.56,87,47,1.85,15,72,0.21,122
672,350,488,0.72,104,64,1.63,20,87,0.23,119
673,2171,928,2.34,727,120,6.06,173,167,1.04,885
674,1374,2550,0.54,1528,514,2.97,329,615,0.53,1841
675,126,139,0.91,110,24,4.58,26,26,1,115
676,148,427,0.35,152,110,1.38,31,125,0.25,222
677,2129,2185,0.97,2321,426,5.45,490,538,0.91,2680
678,44,79,0.56,33,20,1.65,10,20,0.5,48
679,3375,3410,0.99,2524,573,4.40,671,626,1.07,2803
680,2913,2989,0.97,2174,728,2.99,449,798,0.56,2534
681,4074,4326,0.94,2409,798,3.02,587,849,0.69,2801
682,277,821,0.34,198,195,1.02,34,278,0.12,332
683,663,1205,0.55,384,181,2.12,109,211,0.52,489
684,2918,3503,0.83,3183,763,4.17,665,817,0.81,3588
685,33,44,0.75,20,10,2,3,13,0.23,24
686,161,137,1.18,260,1,260,67,2,33.5,241
687,1492,1975,0.76,994,499,1.99,225,532,0.42,1147
688,780,1387,0.56,593,265,2.24,139,340,0.41,746
689,1566,1583,0.99,992,503,1.97,251,555,0.45,1424
690,313,1030,0.30,311,215,1.45,73,229,0.32,400
691,407,663,0.61,449,131,3.43,103,169,0.61,549
692,2887,3633,0.79,4188,650,6.44,1020,672,1.52,4906
693,2328,1622,1.44,2910,193,15.08,628,290,2.17,3097
694,406,771,0.53,327,137,2.39,69,154,0.45,390
695,1273,2023,0.63,1300,296,4.39,331,367,0.90,1586
696,905,577,1.57,474,145,3.27,97,175,0.55,504
697,4950,3167,1.56,4917,169,29.09,1223,346,3.53,5260
698,14413,11029,1.31,10907,1909,5.71,3260,2059,1.58,12153
699,992,1406,0.71,1389,157,8.85,308,213,1.45,1650
700,854,655,1.30,772,94,8.21,173,103,1.68,806
701,155,133,1.17,115,16,7.19,28,22,1.27,135
702,223,456,0.49,307,74,4.15,75,103,0.73,337
703,306,315,0.97,164,55,2.98,36,61,0.59,208
704,1402,1427,0.98,1400,320,4.38,357,330,1.08,1591
705,9259,5755,1.61,6107,888,6.88,1551,976,1.59,6531
706,2770,4419,0.63,2261,1798,1.26,427,1861,0.23,3398
707,2545,659,3.86,2259,69,32.74,521,86,6.06,2366
708,506,462,1.10,433,26,16.65,123,29,4.24,455
709,931,1198,0.78,835,245,3.41,159,305,0.52,1025
710,700,823,0.85,865,96,9.01,222,100,2.22,951
711,24,42,0.57,21,6,3.5,4,7,0.57,19
712,12,44,0.27,3,13,0.23,3,25,0.12,4
713,3210,3141,1.02,3698,406,9.11,864,456,1.89,4007
714,283,228,1.24,188,13,14.46,50,13,3.85,187
715,2404,2785,0.86,1537,493,3.12,341,627,0.54,1896
716,885,1964,0.45,1159,371,3.12,257,467,0.55,1487
717,4383,4861,0.90,4174,1339,3.12,872,1937,0.45,4918
718,5892,3743,1.57,5873,519,11.32,1508,541,2.79,6285
719,700,795,0.88,708,57,12.42,197,114,1.73,742
720,105,122,0.86,84,29,2.90,18,34,0.53,104
721,7113,7408,0.96,5937,1469,4.04,1579,1574,1.00,6993
722,3336,3347,1.00,2992,444,6.74,772,485,1.59,3253
723,15942,13583,1.17,14629,2634,5.55,3500,2935,1.19,16103
724,200,549,0.36,171,152,1.13,18,174,0.10,260
725,3294,3651,0.90,2620,751,3.49,677,824,0.82,3110
726,2474,3093,0.80,1260,574,2.20,357,624,0.57,1505
727,98,162,0.60,96,35,2.74,19,50,0.38,111
728,3588,2264,1.58,3141,372,8.44,849,425,2.00,3391
729,509,390,1.31,360,24,15,92,28,3.29,377
730,289,459,0.63,283,66,4.29,83,71,1.17,339
731,114,45,2.53,122,6,20.33,18,6,3,123
732,375,1012,0.37,190,267,0.71,29,345,0.08,290
733,2606,4659,0.56,1995,863,2.31,418,995,0.42,2259
734,541,1055,0.51,373,158,2.36,91,189,0.48,433
735,113,104,1.09,106,24,4.42,28,26,1.08,124
736,1445,1966,0.73,1478,308,4.80,400,323,1.24,1624
737,302,271,1.11,189,73,2.59,35,86,0.41,228
738,2194,3394,0.65,2442,693,3.52,469,1436,0.33,3005
739,1033,1267,0.82,925,192,4.82,239,202,1.18,1066
740,1334,1146,1.16,1974,210,9.4,413,226,1.83,2099
741,217,260,0.83,101,64,1.58,17,79,0.22,143
742,453,865,0.52,510,236,2.16,96,295,0.33,670
743,492,635,0.77,559,66,8.47,135,84,1.61,605
744,604,1122,0.54,414,161,2.57,72,186,0.39,492
745,182,173,1.05,161,18,8.94,51,26,1.96,179
746,1014,3101,0.33,877,364,2.41,182,491,0.37,1335
747,935,1521,0.61,593,538,1.10,145,774,0.19,1010
748,925,2677,0.35,408,681,0.60,56,890,0.06,718
749,479,808,0.59,64,164,0.39,17,210,0.08,148
750,73,71,1.03,95,9,10.56,20,10,2,98
751,630,1234,0.51,564,257,2.19,121,287,0.42,729
752,5923,7350,0.81,4515,1247,3.62,1177,1479,0.80,5094
753,9025,11835,0.76,7677,1795,4.28,1737,2172,0.80,8605
754,116,165,0.70,70,55,1.27,11,70,0.16,114
755,91,128,0.71,85,29,2.93,21,35,0.6,97
756,635,569,1.12,326,201,1.62,91,232,0.39,380
757,67,198,0.34,104,60,1.73,22,74,0.30,162
758,102,214,0.48,113,45,2.51,23,60,0.38,169
759,196,194,1.01,158,24,6.58,50,29,1.72,176
760,317,820,0.39,238,58,4.10,68,71,0.96,285
761,126,160,0.79,51,28,1.82,17,38,0.45,57
762,1007,800,1.26,466,203,2.30,90,224,0.40,618
763,947,1580,0.60,612,449,1.36,123,485,0.25,847
764,5103,5327,0.96,2729,1052,2.59,577,1259,0.46,3318
765,343,326,1.05,283,58,4.88,67,61,1.10,313
766,686,900,0.76,655,94,6.97,186,123,1.51,726
767,4394,6933,0.63,3512,1054,3.33,885,1151,0.77,4309
768,2224,3660,0.61,2713,970,2.80,504,988,0.51,3267
769,6437,5082,1.27,7080,529,13.38,1903,562,3.39,7403
770,939,950,0.99,529,183,2.89,127,197,0.64,637
771,605,1481,0.41,847,381,2.22,203,407,0.50,1157
772,458,276,1.66,470,36,13.06,95,82,1.16,531
773,312,446,0.70,206,74,2.78,56,97,0.58,257
774,262,398,0.66,164,84,1.95,31,131,0.24,221
775,215,317,0.68,149,101,1.48,26,102,0.25,200
776,1143,1539,0.74,1033,310,3.33,242,375,0.65,1171
777,247,382,0.65,313,71,4.41,68,72,0.94,384
778,189,339,0.56,110,63,1.75,23,70,0.33,147
779,2107,3460,0.61,2665,474,5.62,626,524,1.19,3050
780,748,1322,0.57,487,227,2.15,106,321,0.33,695
781,4032,5081,0.79,3696,576,6.42,892,664,1.34,4068
782,240,322,0.75,178,44,4.05,46,49,0.94,207
783,4497,7312,0.62,1842,2721,0.68,379,2830,0.13,3678
784,198,239,0.83,132,44,3,32,58,0.55,174
785,34,50,0.68,61,2,30.5,19,2,9.5,71
786,675,883,0.76,487,249,1.96,101,267,0.38,579
787,957,2935,0.33,931,575,1.62,175,687,0.25,1426
788,1060,2008,0.53,750,395,1.90,200,430,0.47,996
789,1013,1532,0.66,1301,438,2.97,362,466,0.78,1734
790,10685,9441,1.13,12620,2273,5.55,3088,2425,1.27,13827
791,4084,2682,1.52,2337,801,2.92,538,832,0.65,2702
792,3634,5377,0.68,2288,1312,1.74,396,1552,0.26,2919
793,758,945,0.80,562,247,2.28,128,269,0.48,668
794,1045,1260,0.83,753,203,3.71,181,274,0.66,987
795,381,482,0.79,241,114,2.11,55,173,0.32,268
796,100,138,0.72,64,28,2.29,30,48,0.63,49
797,1778,2318,0.77,1789,482,3.71,428,562,0.76,2032
798,3227,1290,2.50,2083,120,17.36,572,141,4.06,2124
799,1643,3232,0.51,1353,776,1.74,290,847,0.34,1810
800,4512,5857,0.77,2185,1801,1.21,405,1925,0.21,2580
801,634,638,0.99,446,126,3.54,102,151,0.68,528
802,1342,2098,0.64,1511,387,3.90,349,414,0.84,1647
803,1770,2318,0.76,2309,331,6.98,567,391,1.45,2426
804,3292,4416,0.75,3212,461,6.97,787,554,1.42,3373
805,62,161,0.39,70,26,2.69,12,41,0.29,82
806,987,1220,0.81,953,122,7.81,248,147,1.69,980
807,60,128,0.47,37,21,1.76,8,31,0.26,46
808,270,300,0.9,43,43,1,8,65,0.12,69
809,7828,3736,2.10,2820,528,5.34,812,744,1.09,2966
810,7897,9702,0.81,8364,1194,7.01,2242,1208,1.86,8994
811,615,1207,0.51,400,157,2.55,106,225,0.47,483
812,858,1152,0.74,999,263,3.80,192,353,0.54,1185
813,383,512,0.75,347,74,4.69,81,89,0.91,383
814,75,201,0.37,31,25,1.24,10,37,0.27,47
815,1029,863,1.19,1030,159,6.48,251,213,1.18,1130
816,154,253,0.61,98,68,1.44,18,77,0.23,137
817,395,738,0.54,287,107,2.68,83,128,0.65,361
818,40,79,0.51,36,13,2.77,12,19,0.63,44
819,1007,2330,0.43,714,604,1.18,111,657,0.17,1019
820,123,231,0.53,39,106,0.37,6,110,0.05,63
821,365,386,0.95,291,78,3.73,62,99,0.63,335
822,1654,1522,1.09,1192,244,4.89,283,253,1.12,1286
823,45,77,0.58,28,15,1.87,8,22,0.36,38
824,5456,5057,1.08,5704,1514,3.77,1597,1622,0.98,6675
825,1889,3762,0.50,2565,1043,2.46,271,1677,0.16,3542
826,1301,1411,0.92,1044,177,5.90,246,203,1.21,1171
827,7624,4835,1.58,4933,1201,4.11,1227,1232,1.00,5637
828,447,642,0.70,382,116,3.29,98,118,0.83,451
829,5021,7714,0.65,4550,1125,4.04,1129,1246,0.91,5188
830,1548,1171,1.32,1182,317,3.73,258,353,0.73,1402
831,339,706,0.48,278,187,1.49,58,248,0.23,359
832,258,565,0.46,160,109,1.47,30,132,0.23,226
833,4460,5135,0.87,3785,1139,3.32,861,1263,0.68,4326
834,6787,6069,1.12,7055,751,9.39,2050,772,2.66,7450
835,206,282,0.73,192,55,3.49,36,68,0.53,225
836,21,34,0.62,15,7,2.14,3,8,0.38,18
837,1211,1184,1.02,1418,287,4.94,235,366,0.64,1626
838,880,1144,0.77,635,182,3.49,158,223,0.71,717
839,6,45,0.13,7,13,0.54,2,20,0.1,9
840,15298,15214,1.01,13192,2302,5.73,3335,2345,1.42,14082
841,455,1101,0.41,275,255,1.08,50,294,0.17,417
842,290,436,0.67,290,69,4.20,81,78,1.04,341
843,730,579,1.26,261,82,3.18,78,91,0.86,306
844,1558,1205,1.29,1241,154,8.06,313,159,1.97,1283
845,7875,9465,0.83,8264,1163,7.11,2032,1412,1.44,9293
846,307,425,0.72,240,124,1.94,44,131,0.34,308
847,238,120,1.98,123,40,3.08,36,47,0.77,119
848,199,320,0.62,231,12,19.25,61,24,2.54,245
849,598,929,0.64,723,124,5.83,184,132,1.39,792
850,2202,2080,1.06,1916,358,5.35,458,414,1.11,2078
851,646,2025,0.32,527,543,0.97,71,632,0.11,775
852,701,1295,0.54,430,194,2.22,96,291,0.33,565
853,131,218,0.60,111,44,2.52,21,51,0.41,133
854,967,1366,0.71,559,295,1.89,131,368,0.36,738
855,851,583,1.46,718,113,6.35,155,121,1.28,752
856,412,418,0.99,343,72,4.76,81,81,1,371
857,247,225,1.10,288,48,6,67,51,1.31,334
858,1147,1141,1.01,1230,388,3.17,288,415,0.69,1477
859,244,406,0.60,245,55,4.45,62,68,0.91,282
860,263,435,0.60,224,94,2.38,58,108,0.54,279
861,2924,2635,1.11,2072,861,2.41,450,1019,0.44,2480
862,337,622,0.54,307,115,2.67,70,127,0.55,344
863,106,113,0.94,46,25,1.84,9,33,0.27,63
864,1587,1288,1.23,1589,148,10.74,326,215,1.52,1757
865,3056,1921,1.59,2339,210,11.14,619,281,2.20,2423
866,68,109,0.62,45,18,2.5,7,22,0.32,48
867,348,340,1.02,520,50,10.4,128,59,2.17,590
868,569,873,0.65,379,149,2.54,90,196,0.46,501
869,5664,5990,0.95,5041,1218,4.14,1175,1301,0.90,5522
870,3947,3354,1.18,2620,682,3.84,696,796,0.87,2912
871,1043,1594,0.65,708,421,1.68,126,475,0.27,897
872,2620,5301,0.49,2398,1032,2.32,523,1144,0.46,3109
873,490,797,0.61,332,100,3.32,81,106,0.76,380
874,391,1093,0.36,254,302,0.84,46,382,0.12,435
875,224,352,0.64,44,50,0.88,16,60,0.27,33
876,89,50,1.78,102,5,20.4,21,12,1.75,106
877,133,151,0.88,78,24,3.25,20,25,0.8,86
878,505,801,0.63,470,133,3.53,104,158,0.66,548
879,3475,3809,0.91,3403,554,6.14,844,572,1.48,3580
880,337,796,0.42,269,210,1.28,55,238,0.23,438
881,2711,2363,1.15,1390,511,2.72,315,599,0.53,1609
882,485,794,0.61,236,161,1.47,50,209,0.24,323
883,269,1297,0.21,241,421,0.57,50,494,0.10,548
884,329,774,0.43,341,157,2.17,61,191,0.32,452
885,612,1184,0.52,535,254,2.11,103,273,0.38,721
886,1112,2189,0.51,1056,616,1.71,153,881,0.17,1590
887,1757,1524,1.15,1544,176,8.77,403,199,2.03,1644
888,8124,8826,0.92,6409,1582,4.05,1619,2057,0.79,7089
889,159,515,0.31,86,103,0.83,16,142,0.11,152
890,70,137,0.51,77,9,8.56,22,9,2.44,75
891,457,649,0.70,484,117,4.14,121,123,0.98,555
892,450,1004,0.45,283,337,0.84,69,408,0.17,466
893,199,586,0.34,202,105,1.92,35,116,0.30,282
894,5225,7228,0.72,4063,1066,3.81,972,1215,0.8,4531
895,315,376,0.84,331,84,3.94,92,100,0.92,409
896,4883,3362,1.45,3548,1139,3.12,804,1167,0.69,4292
897,321,530,0.61,498,133,3.74,101,150,0.67,588
898,219,271,0.81,311,20,15.55,70,25,2.8,323
899,787,1701,0.46,558,438,1.27,94,475,0.20,849
900,461,463,1.00,384,56,6.86,110,76,1.45,446
901,97,151,0.64,69,30,2.3,10,35,0.29,79
902,606,1111,0.55,664,117,5.68,150,217,0.69,804
903,1832,2141,0.86,1774,218,8.14,426,354,1.20,1890
904,219,313,0.70,189,71,2.66,41,98,0.42,251
905,2569,1417,1.81,1859,280,6.64,440,297,1.48,2000
906,279,279,1,218,34,6.41,60,37,1.62,219
907,1444,2201,0.66,1016,419,2.42,232,442,0.52,1192
908,1834,2264,0.81,1783,404,4.41,458,622,0.74,1943
909,219,356,0.62,149,64,2.33,33,69,0.48,176
910,1520,787,1.93,903,130,6.95,224,137,1.64,955
911,510,788,0.65,319,160,1.99,65,174,0.37,393
912,5066,3888,1.30,3223,1029,3.13,640,1108,0.58,3711
913,49,55,0.89,48,9,5.33,11,11,1,50
914,682,481,1.42,643,68,9.46,143,79,1.81,689
915,1721,3929,0.44,1037,828,1.25,137,1136,0.12,1549
916,1591,2766,0.58,1416,694,2.04,250,813,0.31,1811
917,8167,7294,1.12,6633,1141,5.81,1642,1210,1.36,7017
918,1335,974,1.37,1207,50,24.14,325,67,4.85,1199
919,880,524,1.68,465,91,5.11,110,97,1.13,543
920,1576,3479,0.45,1759,552,3.19,369,720,0.51,2185
921,2906,2394,1.21,1922,584,3.29,377,613,0.62,2250
922,759,342,2.22,614,19,32.32,150,26,5.77,665
923,299,430,0.70,316,89,3.55,66,114,0.58,358
924,220,504,0.44,93,143,0.65,30,156,0.19,149
925,129,214,0.60,107,45,2.38,27,59,0.46,132
926,4856,3513,1.38,3558,545,6.53,845,604,1.40,3972
927,1384,2747,0.50,1247,956,1.30,174,995,0.17,1760
928,2,1,2,2,2,1,1,1,1,4
929,171,257,0.67,201,29,6.93,40,33,1.21,219
930,1409,1423,0.99,1264,279,4.53,247,334,0.74,1529
931,182,369,0.49,128,75,1.71,23,112,0.21,165
932,923,1442,0.64,804,297,2.71,175,358,0.49,982
933,1929,1834,1.05,1274,369,3.45,348,412,0.84,1426
934,611,1285,0.48,671,234,2.87,129,266,0.48,877
935,238,546,0.44,176,121,1.45,37,147,0.25,248
936,415,350,1.19,268,44,6.09,82,48,1.71,293
937,462,662,0.70,447,108,4.14,89,129,0.69,511
938,481,512,0.94,237,115,2.06,63,128,0.49,281
939,124,302,0.41,85,55,1.55,20,65,0.31,126
940,672,1269,0.53,1064,100,10.64,272,127,2.14,1173
941,7961,4703,1.69,9195,669,13.74,2223,730,3.05,9504
942,29,34,0.85,21,2,10.5,4,4,1,23
943,1050,1062,0.99,912,274,3.33,181,297,0.61,1092
944,1133,1309,0.87,994,188,5.29,259,211,1.23,1110
945,95,148,0.64,30,60,0.5,7,64,0.11,42
946,247,333,0.74,286,52,5.5,71,66,1.08,311
947,1447,2395,0.60,1067,489,2.18,247,577,0.43,1352
948,1600,1877,0.85,1535,283,5.42,322,381,0.85,1683
949,2263,2642,0.86,1601,701,2.28,297,928,0.32,2077
950,1491,2591,0.58,1568,373,4.20,353,498,0.71,1926
951,3422,5660,0.60,3368,976,3.45,809,1010,0.80,3850
952,1282,961,1.33,532,143,3.72,143,169,0.85,635
953,3215,3784,0.85,2812,874,3.22,589,928,0.63,3468
954,281,336,0.84,257,75,3.43,61,78,0.78,272
955,826,1463,0.56,678,256,2.65,152,440,0.35,887
956,123,249,0.49,130,44,2.95,31,58,0.53,167
957,1379,1860,0.74,1555,282,5.51,348,295,1.18,1879
958,1052,1709,0.62,871,408,2.13,132,535,0.25,1215
959,1591,1270,1.25,1309,386,3.39,256,566,0.45,1605
960,405,1159,0.35,343,332,1.03,84,393,0.21,531
961,1168,800,1.46,614,204,3.01,137,224,0.61,724
962,129,199,0.65,103,53,1.94,29,66,0.44,146
963,9707,5135,1.89,7951,1738,4.57,1630,1984,0.82,8632
964,381,643,0.59,191,144,1.33,30,191,0.16,233
965,2093,2090,1.00,1693,371,4.56,378,399,0.95,1817
966,33,60,0.55,14,24,0.58,1,30,0.03,25
967,546,544,1.00,553,107,5.17,102,209,0.49,672
968,1076,826,1.30,365,338,1.08,109,354,0.31,433
969,304,500,0.61,237,59,4.02,66,70,0.94,243
970,2298,2481,0.93,1523,444,3.43,470,472,1.00,1719
971,42,42,1,56,13,4.31,14,20,0.7,71
972,657,1922,0.34,802,258,3.11,165,441,0.37,1108
973,55,123,0.45,40,29,1.38,10,32,0.31,52
974,2620,1989,1.32,3424,81,42.27,979,87,11.25,3486
975,409,651,0.63,357,189,1.89,70,214,0.33,444
976,8639,6001,1.44,4653,1104,4.21,1401,1158,1.21,4897
977,147,222,0.66,112,47,2.38,24,53,0.45,131
978,4044,4129,0.98,4470,1057,4.23,1056,1116,0.95,5055
979,3726,1497,2.49,1949,242,8.05,450,309,1.46,2100
980,1357,2187,0.62,1188,596,1.99,234,745,0.31,1494
981,590,668,0.88,361,80,4.51,87,95,0.92,423
982,1231,2125,0.58,1467,506,2.90,306,581,0.53,1925
983,120,199,0.60,76,73,1.04,21,80,0.26,95
984,2,4,0.5,2,1,2,0,2,0,3
985,372,784,0.47,377,96,3.93,91,132,0.69,463
986,11517,15577,0.74,6450,3261,1.98,1365,3400,0.40,7524
987,236,280,0.84,278,25,11.12,75,32,2.34,309
988,502,807,0.62,466,150,3.11,106,165,0.64,557
989,1430,1212,1.18,934,363,2.57,216,406,0.53,1144
990,60,104,0.58,30,20,1.5,6,25,0.24,43
991,933,1160,0.80,815,244,3.34,173,260,0.67,885
992,1253,1664,0.75,1150,335,3.43,235,369,0.64,1336
993,342,948,0.36,303,180,1.68,49,242,0.20,410
994,433,1087,0.40,385,261,1.48,64,270,0.24,569
995,2058,3345,0.62,1685,749,2.25,328,777,0.42,2053
996,113,277,0.41,88,35,2.51,22,46,0.48,107
997,176,286,0.62,192,53,3.62,45,77,0.58,224
998,662,1222,0.54,447,325,1.38,83,360,0.23,620
999,246,348,0.71,668,26,25.69,154,31,4.97,694
1000,57,70,0.81,66,14,4.71,13,18,0.72,78
